,Gene,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon
1984,yehI,0.06241741632863784,UC-7,0.057997861744489176,Translation,0.052178844798768,Cold Shock
1985,yehL,0.11864422481485415,Nucleotide Stress,0.10356976136112073,UC-2,0.09934711051100109,RpoE
1986,yehM,0.08545635515161265,UC-7,0.08161610626707871,ppGpp,0.07664158013572075,PAL 10 Del
1987,yehP,0.05738565102689097,ppGpp,0.05551747933091267,UC-2,0.04900487620987837,efeU Activation
1988,yehQ,0.07794881972226786,PAL 10 Del,0.07422007286908305,Curli-1,0.07123734031506057,ppGpp
1989,yehR,0.23572776952404184,Cellulose,0.06436118358313037,gcvB,0.05608825766878123,UC-7
1990,yehS,0.6338790559325097,minicoli KOs,0.14970496875370565,Cold Shock,0.04390812986297832,IS1
1991,btsR,0.36569730219659413,Crp-2,0.2290259385810648,minicoli KOs,0.19220599744938505,IS5
1992,btsS,0.3706424209653155,Crp-2,0.2824517598445867,Crp-1,0.1992654987366631,minicoli KOs
1993,mlrA,0.620137649165771,RpoS,0.26018099243550685,UC-7,0.08093771080715273,Nucleotide Stress
1994,yehW,0.684950674133898,RpoS,0.15746171131577957,UC-7,0.06147612391016666,Glycolate
1995,yehX,0.7161652205245568,RpoS,0.1948696389100778,UC-7,0.04548034596074524,efeU Activation
1996,yehY,0.7743426441655681,RpoS,0.2040772117287003,UC-7,0.07206049421784388,Glutarate
1997,osmF,0.8080895726917985,RpoS,0.2142076848814488,UC-7,0.09251101604417844,minicoli KOs
1998,bglX,0.7171099254689861,minicoli KOs,0.07478611878339725,Glutamine,0.05265017219619594,UC-8
1999,dld,0.5146858291676792,minicoli KOs,0.11085915013727077,Glutamine,0.08794445207752577,ppGpp
2000,pbpG,0.6928068393045641,minicoli KOs,0.05671782790955626,UC-7,0.052787438470447534,efeU Activation
2001,yohC,0.4827505418527175,UC-7,0.2437312031164528,RpoS,0.10152864762051317,UC-8
2002,yohD,0.13934647941285738,Translation,0.13472378506339777,RpoS,0.10061452018260353,UC-8
2003,yohF,0.7507268715937774,RpoS,0.2985601707052822,UC-8,0.10551281093037213,Translation
2004,mdtQ,0.052381097131506626,NDH-1,0.04706349626418138,FliA,0.03616913706105751,UC-1
2005,dusC,0.41519686954031587,ppGpp,0.18000376208279112,Fnr-1,0.06529261092967709,Methionine
2006,yohJ,0.5083406418003258,YieP,0.1328334067614323,crp KO-1,0.09394474928273111,Fnr-2
2007,yohK,0.5278341076779398,YieP,0.10620378375662132,crp KO-1,0.09655248664433258,ppGpp
2008,cdd,0.3084640451982824,Nucleoside,0.2488054035187579,YieP,0.10937870895160318,Translation
2009,sanA,0.35332122359226914,Cold Shock,0.09190023927999025,UC-5,0.0635274277539809,UC-1
2010,yeiS,0.39193212777764885,UC-6,0.11231793694405401,UC-5,0.09468686660310299,Cold Shock
2011,preT,0.33352353290971093,Crp-1,0.23878226088590315,Fur-2,0.23351962725337305,Thr/Ser-1
2012,preA,0.25397068175403303,Fur-2,0.24769079216169299,Thr/Ser-1,0.15528667566533394,Translation
2013,mglC,0.4995652507246633,UC-3,0.25257651991771146,Galactose,0.20042571356962358,Crp-2
2014,mglA,0.45196947697399636,UC-3,0.24139956620300695,ArcA,0.23457791008597928,Galactose
2015,mglB,0.45523321336777245,UC-3,0.27437575739594167,ArcA,0.19799849939777503,Galactose
2016,galS,0.37832147960422047,Crp-1,0.2932572949286253,UC-3,0.14640265445522604,Thiamine-1
2017,yeiB,0.13118247493980184,Fnr-1,0.12043928090304679,Methionine,0.12014358214291043,UC-8
2018,folE,0.24158654125595003,Methionine,0.16407263732763688,Fnr-1,0.10994119999098761,Cold Shock
2019,yeiG,0.15942937839216975,Nucleotide Stress,0.1229441245102878,Osmoprotectant,0.09227620873496611,Translation
2020,cirA,0.8231115848889877,Fur-1,0.13641218442709435,NrdR,0.10306854839243473,Fnr-1
2021,lysP,0.24488492084696123,Lysine/T2SS,0.20818640559873403,ppGpp,0.12864531493621678,minicoli KOs
2022,yeiE,0.22330025406583365,Cysteine-1,0.15691018405877522,Methionine,0.11542513352882844,ppGpp
2023,yeiH,0.08809951742684685,Biotin,0.04686983765961861,Rhamnose,0.04648867433986581,FlhDC-2
2024,nfo,0.6896695865807909,SoxS,0.059869347461160016,Cellulose,0.03749431828825334,ROS TALE Amp
2025,yeiI,0.40243190702732146,minicoli KOs,0.1892812416318982,SoxS,0.04921742164927334,UC-7
2026,nupX,0.089893314222672,ppGpp,0.0775386857633712,pts ALE,0.07198856662020392,UC-6
2027,rihB,0.11675027827150808,crp KO-1,0.09459237837487511,Xylose,0.07606774846399422,UC-7
2028,yeiL,0.33045898903714677,Crp-1,0.21305930718198685,Acetate,0.17647096585298694,crp KO-1
2029,psuT,0.16585549138649391,UC-7,0.12754161881485493,ppGpp,0.1071624850166526,Acetate
2030,psuG,0.17533118399234826,Tryptophanase,0.17356402930574732,Acetate,0.10412779739187605,crp KO-1
2031,psuK,0.22585153696891314,Tryptophanase,0.12118559427036413,Acetate,0.10599368095674122,Crp-1
2032,fruA,0.8605747313487468,Cra,0.19785352914343846,Fnr-1,0.05291725812681236,Histidine
2033,fruK,0.9395758579625855,Cra,0.09148388617465153,Fnr-1,0.07203629495981012,UC-2
2034,fruB,0.9084766853494093,Cra,0.1486734375908566,Fnr-3,0.04738593293448534,Fnr-2
2035,setB,0.1695519564982253,Fnr-2,0.13489735068544462,Fnr-1,0.0913451477177104,Cold Shock
2036,yeiP,0.3390948981503644,ppGpp,0.2083366504190013,nquinone ALE 3,0.10340576103968613,Fnr-1
2037,yeiQ,0.2904975539662056,UC-9,0.1631361655277178,ArcA,0.15636384983706775,UC-3
2038,yeiR,0.1139268175952588,minicoli KOs,0.0888074012725687,Glutamine,0.0809551234996514,Fnr-3
2039,lpxT,0.3913814769970192,ppGpp,0.15127525124716568,Magnesium,0.09208045870099202,Microaerobic
2040,mepS,0.1852341207257745,Cellulose,0.16925228611611542,UC-3,0.08650177798531866,ppGpp
2041,pdeN,0.1179037490919359,ppGpp,0.08917256441078703,UC-3,0.07109753243469552,trxC Del
2042,yejA,0.23178211940287974,Translation,0.14880873570280062,Cold Shock,0.07986202244946394,Efflux Pump
2043,yejB,0.04764961946896451,Nucleotide Stress,0.03374355266511009,Translation,0.03317850627486718,PAL Amp
2044,yejE,0.054134921592346785,Nucleotide Stress,0.04709688485641206,RpoH,0.03390839341462892,IS Elements-1
2045,yejF,0.17029107143329603,Nucleotide Stress,0.05941742789132998,Fnr-2,0.054589895463817206,gcvB
2046,yejG,0.21820112187029939,ArcA,0.10051923574187405,DNA Damage,0.07938488945304045,Crp-2
2047,bcr,0.22650873391274107,Nucleotide Stress,0.09609202901332592,Cellulose,0.09418302803581247,Leu/Val/Ile
2048,rsuA,0.18873026966610262,Nucleotide Stress,0.1468435917352494,Crp-1,0.07504842183013738,Leu/Val/Ile
2049,radD,0.07304057886921445,Cellulose,0.055612343323238944,DNA Damage,0.04911758832201096,Translation
2050,rplY,0.3083496541391906,ppGpp,0.25578742358893725,Translation,0.11700318256327424,UC-2
2051,yejK,0.23174671654089818,ppGpp,0.19137232658164538,Fnr-1,0.07226671393649864,nquinone ALE 3
2052,yejL,0.2554103462966296,ppGpp,0.13440140340808804,Crp-1,0.09767743400774764,UC-1
2053,lapC,0.4137862174688952,ppGpp,0.1509765016998974,Fnr-3,0.10833487662565733,UC-1
2054,yejO,0.2699326587864107,minicoli KOs,0.20024761870108498,Cellulose,0.14414101152469672,UC-1
2055,insH8,0.7322138052846432,IS Elements-1,0.2515549024428222,IS Elements-2,0.2272967291713236,IS5
2056,narP,0.0998201415362513,Biotin,0.08403281778779503,Isc System,0.08213259107389115,Suf System
2057,ccmH,0.29470384631574764,N Reduction,0.04921112742415945,Fnr-3,0.039385349246414236,Putrescine
2058,ccmG,0.2592460078775233,N Reduction,0.04657361241732039,Nucleotide Stress,0.04228536114297743,Acetate
2059,ccmF,0.3908604042321878,N Reduction,0.0519795446255622,Nucleotide Stress,0.049981077421440534,Isc System
2060,ccmE,0.34428963583610217,N Reduction,0.07944543024696837,Fnr-1,0.06728865531649764,Cold Shock
2061,ccmD,0.3757447589775048,N Reduction,0.08281417901717725,Fnr-1,0.04154837876101469,Isc System
2062,ccmC,0.5440636512610814,N Reduction,0.1481879332125079,Fnr-1,0.06741334850517,UC-8
2063,ccmB,0.47864027482275795,N Reduction,0.1721931626990869,Fnr-1,0.14400834398904105,Fnr-2
2064,ccmA,0.5045466352205539,N Reduction,0.30567546923119593,Fnr-2,0.14810921296394186,ppGpp
2065,napC,0.6372440665645389,N Reduction,0.2601953376834051,Fnr-2,0.1740026711185374,Fnr-3
2066,napB,0.8028221087230777,N Reduction,0.048987653872015646,Fur-1,0.03997686468894368,FDH-N/NRA
2067,napH,0.8534167583534971,N Reduction,0.062030426474655065,Fnr-1,0.02449284975015764,Nickel
2068,napG,0.8590292038657874,N Reduction,0.07332945921352885,Nitrate/Nitrite,0.0319781370232497,Biotin
2069,napA,0.8070192329770957,N Reduction,0.17618565995009716,Nitrate/Nitrite,0.14692971176640446,Fnr-1
2070,napD,0.5357524679767685,N Reduction,0.3990621266619183,Nitrate/Nitrite,0.24044644300983076,Fnr-3
2071,napF,0.4702560409920896,N Reduction,0.35952255752188644,Nitrate/Nitrite,0.33988795125483595,Fnr-3
2072,eco,0.5574253386841725,Lrp,0.10979777399908586,Purine,0.05722479429430649,Sorbitol
2073,mqo,0.1531596637915963,Thiamine-1,0.11350887378856367,UC-3,0.10656065719131735,ppGpp
2074,yojI,0.5746923554236134,Fur-2,0.34155723595208765,ppGpp,0.1345022399288951,Cytochrome c
2075,alkB,0.11044171532039038,NtrC-1,0.09849490846846298,nquinone ALE 3,0.0857723084798393,UC-8
2076,ada,0.2033299002290524,UC-8,0.10326717095115845,Membrane,0.09514051142151525,nquinone ALE 3
2077,ftp,0.11866102981873494,Nucleotide Stress,0.09635437769809452,ppGpp,0.056073241699342025,N Reduction
2078,ompC,0.15952980864735367,NRZ,0.12854214629201643,Osmoprotectant,0.11297005149608552,Acid Shock RNA
2079,rcsD,0.09519055433521173,minicoli KOs,0.08244977272809662,IS5,0.07524791923392893,pts ALE
2080,rcsB,0.11827778504713338,Thr/Ser-1,0.06822236257883285,IS5,0.03308063684110918,Leu/Val/Ile
2081,rcsC,0.21239387948997002,pts ALE,0.10474145255910472,minicoli KOs,0.06838763713620899,PAL 10 Del
2082,atoS,0.7308377408471565,Crp-1,0.0671858278701628,Thiamine-1,0.06702594872817358,Thr/Ser-1
2083,atoC,0.23103398405133602,Thr/Ser-2,0.13462085563776927,Glycolate,0.12289305646253668,Nucleotide Stress
2084,atoD,0.5500354638666344,SCFA,0.1184822776551564,Propionate,0.053252117294485535,NtrC-1
2085,atoA,0.46689265998322116,SCFA,0.08310051950848074,Propionate,0.0694909707771455,NtrC-3
2086,atoE,0.3728055280421372,SCFA,0.06576761161313416,Propionate,0.03465118971402714,Cold Shock
2087,atoB,0.2217805774868573,SCFA,0.19702952963192788,UC-2,0.09773694996638005,Propionate
2088,yfaP,0.10245526945973737,Resistance,0.08819080205183283,IS5,0.08263561074877035,ppGpp
2089,yfaQ,0.05538451007543843,ppGpp,0.04487674697229649,Translation,0.04388862408416716,NRZ
2090,yfaT,0.12254286223464372,Nucleotide Stress,0.12155362770792533,Rhamnose,0.07949949557843339,Thiamine-1
2091,yfaA,0.3637712507916284,Nucleotide Stress,0.19445774681095684,Rhamnose,0.06273557792775653,GadXW
2092,gyrA,0.21132200930474254,Translation,0.1982479226210071,ppGpp,0.19672581107881892,UC-8
2093,ubiG,0.16762636315553825,Crp-1,0.11978287265362586,ppGpp,0.11827850432364051,UC-8
2094,yfaL,0.12543560020654343,Translation,0.08778558718308804,minicoli KOs,0.05842678894775,IS5
2095,nrdA,0.1910581835283527,Fnr-2,0.17161369831848539,ppGpp,0.12468202527945327,ROS TALE Amp
2096,nrdB,0.19164640078070483,Cold Shock,0.10921282158396839,ROS TALE Amp,0.06758918326952346,Phage Shock
2097,yfaE,0.13136618448973514,Thiamine-1,0.11498524569806279,Cold Shock,0.06581251337724991,Tryptophanase
2098,inaA,0.5540807925794238,SoxS,0.1220440626226943,minicoli KOs,0.07894401441924437,Salicylic Acid
2099,yfaH,0.06626359190173214,SSW SNPs,0.06356407426664379,UC-5,0.062276060192929306,gcvB
2100,glpQ,0.7227635223121751,Glycerol,0.13427965394170316,Thr/Ser-2,0.11710529270787351,Crp-1
2101,glpT,0.8087596952021183,Glycerol,0.22728102904009984,Crp-1,0.1142133921249302,Crp-2
2102,glpA,0.8436401843295583,Glycerol,0.08286403140252485,Crp-1,0.06214565289565632,Fnr-2
2103,glpB,0.8740724276703772,Glycerol,0.04960276088015503,crp KO-2,0.024392387851755237,Fnr-1
2104,glpC,0.8585990088198638,Glycerol,0.054939423726132475,crp KO-2,0.04668329312584696,Thr/Ser-2
2105,rpnE,0.39444377236303696,minicoli KOs,0.09648572180334114,FDH-O,0.09062694945427452,UC-2
2106,yfaU,0.1440250361635902,minicoli KOs,0.09933940910751671,Translation,0.09809486283080515,Glycolate
2107,yfaV,0.09948550645344978,ppGpp,0.09888305018006949,Crp-2,0.09254380105566506,Acetate
2108,rhmD,0.24191869831857205,Crp-2,0.16562414447724172,Acetate,0.15837173951793693,Propionate
2109,yfaX,0.4335317190001008,Crp-1,0.1269811469207507,Crp-2,0.08473130190029399,YgeV
2110,yfaY,0.623408722112959,minicoli KOs,0.10530552937635151,UC-7,0.05271158923513275,Dipeptide
2111,yfaZ,0.32827012756927965,Membrane,0.29062652509815334,minicoli KOs,0.09693080729084569,UC-1
2112,nudI,0.3150000772281981,Cellulose,0.1893337832401608,minicoli KOs,0.17374315137916563,Membrane
2113,ais,0.46010968207217207,BasR,0.053817776815980545,Thiamine-2,0.04938016419016755,Glutamine
2114,arnB,0.6102197975509885,BasR,0.1619166279194666,Cellulose,0.15730293908575177,UC-7
2115,arnC,0.6389433375695359,BasR,0.15678738342769227,Cellulose,0.11833779626894259,UC-7
2116,arnA,0.7276305989594302,BasR,0.12071296034847268,Cellulose,0.0865350494261019,minicoli KOs
2117,arnD,0.6732225893751922,BasR,0.1146716195830425,minicoli KOs,0.09716483615004512,NRZ
2118,arnT,0.5182562037927527,BasR,0.16160079594361942,UC-7,0.07063061540554616,ppGpp
2119,arnF,0.1763822333668793,BasR,0.10891753408481675,Translation,0.08692645825880241,PAL Amp
2120,pmrD,0.33104155785885747,minicoli KOs,0.14772933052174841,Crp-1,0.12322264074633493,UC-1
2121,menE,0.5201339797708393,minicoli KOs,0.20999835349698426,cydB/appC KO,0.04320944820014683,PAL 10 Del
2122,menC,0.5521021007850553,minicoli KOs,0.21189513488410117,cydB/appC KO,0.06582307366830276,UC-7
2123,menB,0.7354420061102903,minicoli KOs,0.10025860289905864,UC-7,0.07017081258352387,Glutarate
2124,menH,0.3800409626171013,minicoli KOs,0.10744755109036241,Acetate,0.10613775309193385,Glycolate
2125,menD,0.5284542103993985,minicoli KOs,0.08075845613855659,Fnr-1,0.08043296565624236,Fnr-3
2126,menF,0.4636616801640987,entC/ubiC KO-1,0.08029340224140102,cyoB/ndh/nuoB KO-2,0.05262170080943107,Nickel/Cobalt
2127,elaB,0.6000061415423708,RpoS,0.25262478873238803,minicoli KOs,0.1143445814649594,UC-7
2128,elaA,0.5172801469061735,minicoli KOs,0.14450459686686046,UC-1,0.13075095346961074,UC-7
2129,rbn,0.7994487010105464,minicoli KOs,0.07852496446807689,PAL 10 Del,0.04209121821450201,DNA Damage
2130,elaD,0.1642536331631249,gcvB,0.1524231835329063,LPS,0.061876287008444164,Leu/Val/Ile
2131,yfbK,0.18699465123030734,Cellulose,0.09375189506374715,ppGpp,0.07084176533125353,Lysine/T2SS
2132,yfbL,0.1328119137881324,Cold Shock,0.09710730939021195,UC-7,0.08375304320925925,Nucleoside
2133,yfbM,0.22543579646149314,Cellulose,0.15478967543505928,Crp-1,0.15421495721749046,UC-1
2134,yfbN,0.1912882063226795,gcvB,0.13951479839349534,LPS,0.0737939733752887,Cellulose
2135,yfbO,0.1421753393018621,Cellulose,0.1421538684907081,LPS,0.07254133103008775,UC-2
2136,yfbP,0.24216143395049705,Cellulose,0.06988195746382742,efeU Activation,0.06930625870441964,LPS
2137,nuoN,0.5227448964894039,NDH-1,0.09941394226559475,Pyruvate-2,0.054916284757336564,yjjZ
2138,nuoM,0.7558910148650981,NDH-1,0.057465513844164984,yjjZ,0.0406478825031541,ROS TALE Del-1
2139,nuoL,0.747314663662918,NDH-1,0.22373337573393992,UC-2,0.05208704457043534,NrdR
2140,nuoK,0.5976420680403995,UC-2,0.4976732609861403,NDH-1,0.05080262251093692,UC-3
2141,nuoJ,0.6516933439146199,NDH-1,0.322407171602233,UC-2,0.048688636435483046,UC-3
2142,nuoI,0.736240086324347,NDH-1,0.27144304210278924,UC-2,0.06396412248962136,UC-3
2143,nuoH,0.8012571851384136,NDH-1,0.07457291056493398,UC-2,0.06083976672246616,yjjZ
2144,nuoG,0.6954352992011572,NDH-1,0.06128835592872939,yjjZ,0.05384040231992737,UC-3
2145,nuoF,0.5299824959099573,NDH-1,0.10038034294058573,UC-2,0.07955778493307775,UC-3
2146,nuoE,0.39987111182851,NDH-1,0.10262043098275797,ArcA,0.07572540064334055,UC-3
2147,nuoC,0.39283701500813817,NDH-1,0.11813621374771388,yjjZ,0.10083155510662012,ArcA
2148,nuoB,0.6935730560721014,cyoB/ndh/nuoB KO-1,0.20014942429313198,cydB/appC KO,0.04997148622852898,NDH-1
2149,nuoA,0.29031144733740777,NDH-1,0.22937385597393634,UC-3,0.10668673425565445,cyoB/ndh/nuoB KO-1
2150,lrhA,0.16462584532181612,Crp-1,0.15123336134032683,Cellulose,0.09852083203524686,Resistance
2151,alaA,0.09756333712470255,Fnr-1,0.08478682614682787,FDH-N/NRA,0.0747907197193356,Biotin
2152,yfbR,0.15419704874958373,Capsule,0.10535816103308915,ppGpp,0.09760392807790341,pts ALE
2153,yfbS,0.6081903252264405,Fnr-2,0.19339684359727993,ppGpp,0.06358902044336812,Cra
2154,hxpA,0.16761335493528595,ppGpp,0.1289182773425157,Translation,0.09871337242688272,Cold Shock
2155,yfbU,0.16678996306069938,ppGpp,0.11355119163848959,Translation,0.09822107367523658,nquinone ALE 3
2156,yfbV,0.12635471658879116,UC-8,0.12232374654127243,Translation,0.054077006042732356,Microaerobic
2157,ackA,0.3560424900343301,Fnr-2,0.23373276603218962,Fnr-1,0.10702277358795231,cyoB/ndh/nuoB KO-2
2158,pta,0.16999617219963525,Pyruvate-1,0.12506425127429488,Fnr-1,0.1206445155940753,cyoB/ndh/nuoB KO-2
2159,yfcC,0.5669328906155064,Fnr-2,0.23390225085601668,Fnr-1,0.13008030086929068,Nickel
2160,yfcD,0.7374961935296385,minicoli KOs,0.05283777944937773,efeU Activation,0.048307976273542885,UC-2
2161,yfcE,0.828492092992252,minicoli KOs,0.11803188220314709,UC-7,0.039905160707278564,NrdR
2162,yfcF,0.4086129523961939,minicoli KOs,0.1657466019642675,UC-7,0.1531765209662168,RpoS
2163,yfcG,0.8343145199559334,RpoS,0.3290246234782058,UC-7,0.03951572643879486,Putrescine
2164,folX,0.6481033339149938,minicoli KOs,0.11929886557941694,Cellulose,0.08818700054145445,Glutamine
2165,yfcH,0.6103167623801247,minicoli KOs,0.22826559720429784,UC-7,0.09522488685107144,IS Elements-1
2166,rpnB,0.18375373874386658,Cellulose,0.16306842452741666,minicoli KOs,0.10353903888535732,Glutamine
2167,hisP,0.34317319133699964,Glutamine,0.27597987189703854,minicoli KOs,0.2352662032513192,Arginine
2168,hisM,0.32486279072308777,Glutamine,0.29122031026824224,Arginine,0.2530754207613247,minicoli KOs
2169,hisQ,0.321242722646368,Glutamine,0.2866361139615333,Arginine,0.25284290927898034,minicoli KOs
2170,hisJ,0.4628881185205428,minicoli KOs,0.33440891778109183,Glutamine,0.22002586408707725,Arginine
2171,argT,0.3257388730070282,Glutamine,0.2804753117906642,ArcA,0.25984074542111457,Acetate
2172,ubiX,0.3619960845560821,ppGpp,0.25219577441099705,Purine,0.15995427344415758,UC-1
2173,purF,0.8716997084465099,Purine,0.10721137558588267,Arginine,0.07907444120311835,Fnr-1
2174,cvpA,0.810158328774951,Purine,0.11922669156471644,ppGpp,0.09049446605729006,Crp-1
2175,dedD,0.10918763289813149,Nucleotide Stress,0.06534761287854374,Cytochrome c,0.05157203672386135,Maltose
2176,folC,0.12472312036696087,Nucleotide Stress,0.10156377711210363,Cytochrome c,0.08212320668924977,Purine
2177,accD,0.12955188514024896,pts ALE,0.11207830086663773,nquinone ALE 3,0.10777521717250871,ppGpp
2178,dedA,0.6011029163130169,UC-2,0.07219217282037838,IS Elements-1,0.050654510241273876,Glutamine
2179,truA,0.5803619173871437,UC-2,0.09499231782127093,Nucleotide Stress,0.07619007790099108,Cold Shock
2180,usg,0.19179848935957133,Nucleotide Stress,0.08629654330145176,LPS,0.06779762833360914,UC-3
2181,pdxB,0.15332311803499266,Crp-1,0.12624699779365822,UC-8,0.09315237171191793,Cold Shock
2182,flk,0.4425065061548267,ppGpp,0.10499949429752353,UC-1,0.080069881027102,Fnr-2
2183,yfcJ,0.17552772648849546,Nucleotide Stress,0.15814910238638402,ppGpp,0.14341424737144315,UC-5
2184,fabB,0.3318011842362887,BW25113,0.07954582320879988,Glutarate,0.07863633996231612,gcvB
2185,mnmC,0.09460183516645937,LPS,0.09365858333040744,Cold Shock,0.0893323802951721,Pyrimidine
2186,yfcL,0.14476014516936242,pts ALE,0.10868629434422727,UC-8,0.08854933899553408,Curli-2
2187,epmC,0.23789369983233788,pts ALE,0.08793760872942247,Fnr-1,0.06225782886820186,Sialic Acid
2188,yfcA,0.1090359996945306,ppGpp,0.06709546056416049,Thr/Ser-1,0.06288235189237001,UC-7
2189,mepA,0.09643669936111698,Methionine,0.09129744225888214,UC-8,0.06715075841129647,Thr/Ser-1
2190,aroC,0.09249530717673549,UC-8,0.09204448015204814,Pyrimidine,0.08876083621970265,Methionine
2191,prmB,0.10557480870737668,Pyrimidine,0.09043773597564986,ROS TALE Amp,0.08340420419564143,Cytochrome c
2192,smrB,0.07717522935333176,Glutarate,0.060095531704342786,trxC Del,0.0593656938610555,Translation
2193,yfcO,0.11911284221870355,Resistance,0.10919587603098957,ppGpp,0.08469283604865419,minicoli KOs
2194,yfcP,0.05300130015206428,Thiamine-1,0.04924640492028609,Maltose,0.04673132542902325,FlhDC-2
2195,yfcQ,0.059355948153167915,Efflux Pump,0.05270703012943756,ppGpp,0.030759046982538507,pts ALE
2196,yfcR,0.07963627378059923,ppGpp,0.035724789407172386,Fnr-3,0.03551138414375199,FlhDC-2
2197,yfcS,0.03130143878633207,ppGpp,0.030958481565049656,FlhDC-2,0.030653696808079056,IS5
2198,yfcV,0.09832628046739,gcvB,0.05720577147446937,Nucleotide Stress,0.03552049172964877,entC/ubiC KO-2
2199,sixA,0.1265221059895718,Cold Shock,0.1228353831193022,ppGpp,0.12206620522559697,Fnr-2
2200,fadJ,0.5359636790317062,Fatty Acid,0.4576890632317707,UC-3,0.09238332646082992,ArcA
2201,fadI,0.5117304971505643,Fatty Acid,0.38850780143829367,UC-3,0.256543498553665,ArcA
2202,yfcZ,0.392849758937742,Fnr-3,0.23815938807897707,Fnr-1,0.22798841572304762,ppGpp
2203,fadL,0.25543948620511026,UC-3,0.22286836806641763,ppGpp,0.1631391694169797,Acetate
2204,yfdF,0.44050580688732144,gcvB,0.28045223323433877,LPS,0.04864116596448398,UC-3
2205,mlaA,0.10860052124915343,Cold Shock,0.10846856929190962,Fnr-1,0.07610976757394139,Glutarate
2206,yfdC,0.6911764013121116,RpoS,0.1889172005382529,UC-8,0.11303283725731272,UC-4
2207,intS,0.5025411020297265,minicoli KOs,0.05777082732491434,rcsB KO,0.03736763205506044,Curli-1
2208,yfdG,0.60308826832466,minicoli KOs,0.058763096747978194,pts ALE,0.05648746803606841,Crp-2
2209,yfdH,0.523916652780956,minicoli KOs,0.16322585257774436,LPS,0.091341922210466,UC-1
2210,yfdI,0.42476238043420744,LPS,0.17003529220504732,minicoli KOs,0.07539745582056578,gcvB
2211,yfdK,0.43282533917803034,Cellulose,0.1649580443808687,minicoli KOs,0.12172887372108865,UC-7
2212,yfdL,0.06127694827088792,Translation,0.05142593456154709,Curli-1,0.0439669317806205,UC-2
2213,yfdM,0.04061966195196576,UC-2,0.02462862080685202,Osmoprotectant,0.02151552575137583,NDH-1
2214,yfdN,0.06854609726698924,Phosphate-2,0.02415991383974936,Ile/Val,0.022007289042768052,ppGpp
2215,yfdQ,0.2078551209243209,minicoli KOs,0.11251441504492021,Glutamine,0.05999800474788608,ppGpp
2216,yfdS,0.059768602054898756,efeU Activation,0.052967613756933485,Thiamine-2,0.04436502908093087,UC-1
2217,yfdT,0.08169627441352068,Cellulose,0.07701977822967321,ppGpp,0.06532877891088318,DNA Damage
2218,dsdC,0.28206863364109624,Cold Shock,0.06609983206139958,Nucleotide Stress,0.0650634608947025,UC-2
2219,dsdX,0.21377904219654398,Thr/Ser-2,0.1656749008768752,Sialic Acid,0.1262270635514101,ppGpp
2220,dsdA,0.14400171067171263,Thr/Ser-2,0.1155491306322598,ppGpp,0.10534449781467736,Cold Shock
2221,emrY,0.4092675206123535,EvgA,0.16297344081148413,gcvB,0.039963548826058126,IS Elements-1
2222,emrK,0.4289349997361859,EvgA,0.06378217678232911,Membrane,0.05010186071997902,FlhDC-2
2223,evgA,0.2034787920976553,Membrane,0.07361301029585043,GadXW,0.054453572024016794,Propionate
2224,evgS,0.08423570003033798,Osmoprotectant,0.08260359737773615,Membrane,0.0695725365519545,RpoE
2225,yfdE,0.49577494566485414,EvgA,0.07335896480403914,FlhDC-2,0.05468775415859872,Cold Shock
2226,yfdV,0.7975854577398035,EvgA,0.02558934100650212,pts ALE,0.024514746671941312,BasR
2227,oxc,0.7835007377753282,EvgA,0.04500589981028902,BasR,0.027065847600497572,Biofilm
2228,frc,0.7677408196006122,EvgA,0.03703536647199068,Membrane,0.026829040024267115,NrdR
2229,yfdX,0.7980162014189861,EvgA,0.04660851848403025,UC-7,0.028410858860079657,Membrane
2230,ypdI,0.4507056191063299,EvgA,0.05767106556121915,ROS TALE Amp,0.03730746392082451,CCK-PGI Del
2231,yfdY,0.3634784004317855,UC-7,0.34786278450617325,UC-1,0.19392529269343706,minicoli KOs
2232,lpxP,0.7247047386998864,Cold Shock,0.04812637773696382,ROS TALE Amp,0.04666833823892258,IS1
2233,alaC,0.5092568407280864,minicoli KOs,0.22740933556686005,UC-7,0.0909267282411087,ppGpp
2234,pyrS,0.5042698633249283,minicoli KOs,0.12747203072697788,UC-7,0.048354722985305854,ArcA
2235,pyrR,0.6783215122871233,minicoli KOs,0.25531756535232897,UC-7,0.07644413625063184,ppGpp
2236,ypdC,0.33747565106062793,minicoli KOs,0.13761887888065572,UC-7,0.1365040077743106,ppGpp
2237,fryA,0.08449581516211913,UC-7,0.06665247406205665,RpoS,0.0626294379703719,pts ALE
2238,ypdE,0.19451711605265332,UC-7,0.08746448267254481,ppGpp,0.08091879278281922,Phosphate-2
2239,ypdF,0.16912000483723333,UC-7,0.06924126971246602,Propionate,0.043167816703463924,Translation
2240,fryC,0.11635793049632359,Propionate,0.09919728204388811,Acetate,0.09388383667369415,Curli-1
2241,fryB,0.262386822354006,Acetate,0.2077495720225465,Propionate,0.12528133020700982,Curli-2
2242,glk,0.24769411373569294,UC-2,0.22742680443989072,Cra,0.11904331952660951,UC-3
2243,yfeO,0.16830886362094333,Glutarate,0.12702602949215136,Translation,0.12556884774603472,RpoS
