# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonName. Operon name containing the transcription unit
## (4) tuGenes. Name of the gene(s) contained in the transcription unit
## (5) pmName. Promoter Name
## (6) tuEvidence. Evidence that supports the existence of the transcription unit
## (7) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (8) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (9) pmids associated to object
1)tuId	2)tuName	3)operonName	4)tuGenes	5)pmName	6)tuEvidence	7)addEvidence	8)confidenceLevel   9)pmids 
RDBECOLITUC02189	glk	glk	glk;	glkp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9023215 
RDBECOLITUC02190	hyaABCDEF	hyaABCDEF	hyaA;hyaB;hyaC;hyaD;hyaE;hyaF;	hyaAp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		W	1856178;21398637;2180913;23065979;10537212 
RDBECOLITUC02191	ssrS	ssrS-ygfA	ssrS;	ssrSp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	21036909 
RDBECOLITUC02192	ssrS-ygfA	ssrS-ygfA	fau;ssrS;	ssrSp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	15550566;2579060 
RDBECOLITUC02193	mdoGH	mdoGH	opgH;opgG;	opgGp	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		S	16336047;1834913;7934824 
RDBECOLITUC02194	pykA	pykA	pykA;	pykAp	[COMP-AINF:W]		W	30810277 
RDBECOLITUC02195	galETK	galETKM	galK;galT;galE;	galEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	18374359;24794565 
RDBECOLITUC02196	galET	galETKM	galT;galE;	galEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	18374359;24598256 
RDBECOLITUC02197	galE	galETKM	galE;	galEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	18374359;24794565;35695461 
RDBECOLITUC02198	galETKM	galETKM	galM;galK;galT;galE;	galEp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11298753;7023696;20923764;18374359;24794565;17630975;26501343;36936984 
RDBECOLITUC02199	groSL	groSL	groL;groS;	groSp2	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	13129951;2563997;6155374;8674965;32385082;16952953 
RDBECOLITUC02200	adhE	adhE	adhE;	adhEp	[EXP-TAS:W]		W	8763968;8423158;31964733 
RDBECOLITUC02201	gltBDF	gltBDF	gltB;gltD;gltF;	gltBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	17233899;2448295;10481090;1447980;11121068;21272324;16377617;9236118;3326786;11395454;14702398;18405378 
RDBECOLITUC02202	araFGH	araFGH	araH;araG;araF;	araFp3	[EXP-IEP-COREGULATION:W]		W	21398637;2445996 
RDBECOLITUC02203	cyaR	cyaR	cyaR;	cyaRp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		S	11445539;18619465;18978044 
RDBECOLITUC02204	cyaR	cyaR	cyaR;	cyaRp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		S	11445539;18619465;18978044 
RDBECOLITUC02205	pqiABC	pqiABC	pqiC;pqiB;pqiA;	pqiAp	[EXP-IMP-POLAR-MUTATION:S]		S	27795327;8899708 
RDBECOLITUC02206	dnaN-recF	dnaAN-recF	recF;dnaN;	dnaNp	[EXP-IMP-POLAR-MUTATION:S]		S	9501104 
RDBECOLITUC02207	metK	metK	metK;	metKp2	[COMP-AINF:W]		W	 
RDBECOLITUC02208	eno	pyrG-eno	eno;	enop5	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16115199 
RDBECOLITUC02209	sgrST-setA	sgrST-setA	sgrT;setA;sgrS;	sgrSp2	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	15522088;20971900;17209026 
RDBECOLITUC02210	aidB	aidB	aidB;	aidBp2			None	1312537;7961409;8002588;20714851;10049384 
RDBECOLITUC02211	sixA	sixA	sixA;	sixAp2	[COMP-AINF:W]		W	 
RDBECOLITUC02212	mlc-ynfK	mlc-ynfK	bidA;mlc;	mlcp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	16818608;11535784;23274360 
RDBECOLITUC02213	arrS	arrS	arrS;	arrSp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF-SINGLE-DIRECTON:W]		S	21501346 
RDBECOLITUC02214	cbpA-cbpM	cbpA-cbpM	cbpM;cbpA;	cbpAp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	15184371 
RDBECOLITUC02215	dnaN-recF	dnaAN-recF	recF;dnaN;	dnaNp5	[EXP-IMP-POLAR-MUTATION:S]		S	9501104 
RDBECOLITUC02216	csiE	csiE	csiE;	csiEp2			None	8596457 
RDBECOLITUC02217	rrsG-gltW-rrlG-rrfG	rrsG-gltW-rrlG-rrfG	rrfG;rrlG;gltW;rrsG;	rrsGp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12504278;14526030;15568992;15686546;8531889;7517053;15590778;2434021;35552441 
RDBECOLITUC02218	xerD-dsbC-recJ	dsbC-recJ-prfB	recJ;dsbC;xerD;	xerDp2	[EXP-IEP-COREGULATION:W]		W	16818608 
RDBECOLITUC02219	dps	dps	dps;	dpsp2			None	1340475;7984106;31992590;17906139;21239586;18452510;24474781 
RDBECOLITUC02220	csgDEFG	csgDEFG	csgG;csgF;csgE;csgD;	csgDp	[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	17468243;16816193 
RDBECOLITUC02221	rhaSR	rhaSR	rhaS;rhaR;	rhaSp2	[EXP-IEP-COREGULATION:W]		W	21398637;3316663;8230210;8757746;16166533;19854903 
RDBECOLITUC02222	tpiA	tpiA	tpiA;	tpiAp	[IC:W]		W	 
RDBECOLITUC02223	pstCAB-phoU	pstSCAB-phoU	phoU;pstB;pstA;pstC;	pstCp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	20963440 
RDBECOLITUC02224	poxB	poxB-ltaE-ybjT	poxB;	poxBp2	[EXP-IEP:W]		W	8022274;33417680 
RDBECOLITUC02225	gyrB	gyrB	gyrB;	gyrBp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	6089112;31964733 
RDBECOLITUC02226	proVWX	proVWX	proX;proW;proV;	proVp	[EXP-IMP-POLAR-MUTATION:S]		S	2649478;2649479;31964733;12754220 
RDBECOLITUC02227	gor	gor	gor;	gorp2	[COMP-AINF-SINGLE-DIRECTON:W]		W	 
RDBECOLITUC02228	rrsC-gltU-rrlC-rrfC	rrsC-gltU-rrlC-rrfC	rrfC;rrlC;gltU;rrsC;	rrsCp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12504278;14526030;15568992;15686546;8531889;7517053;15590778;2434021;35552441 
RDBECOLITUC02229	glnS	glnS	glnS;	glnSp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	16818608;6086662;6288695 
RDBECOLITUC02230	murQP	murQP-yfeW	murP;murQ;	murQp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	18723630 
RDBECOLITUC02231	clpB	clpB	clpB;	clpBp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1906060;2066329;32385082;19656291 
RDBECOLITUC02232	mpl	mpl	mpl;	mplp			None	8647276;31964733 
RDBECOLITUC02233	pstSCA	pstSCAB-phoU	pstA;pstC;pstS;	pstSp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2993631;6365894 
RDBECOLITUC02234	pstS	pstSCAB-phoU	pstS;	pstSp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	6365894;23274360;18820899 
RDBECOLITUC02235	pstSCAB-phoU	pstSCAB-phoU	phoU;pstB;pstA;pstC;pstS;	pstSp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		S	12471449;2993631;3881386;6365894;8226621;19018589;18820899 
RDBECOLITUC02236	dinB-yafNOP	dinB-yafNOP	yafP;yafO;yafN;dinB;	dinBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	12813093 
RDBECOLITUC02237	rpoH	rpoH	rpoH;	rpoHp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3315851 
RDBECOLITUC02238	iraD	iraD	idlP;iraD;	idlPp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	19820090;19124769;18383615 
RDBECOLITUC02239	gntR	gntRKU	gntR;	gntRp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8655507 
RDBECOLITUC02240	pykA	pykA	pykA;	pykAp3	[COMP-AINF:W]		W	30810277 
RDBECOLITUC02241	csrA	csrA	csrA;	csrAp	[COMP-AINF:W]		W	 
RDBECOLITUC02242	pdhR-aceEF-lpdA	pdhR-aceEF-lpdA	pdhR;aceE;aceF;lpd;	pdhRp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9720032 
RDBECOLITUC02243	topA	topA	topA;	topAp	[COMP-AINF:W]		W	 
RDBECOLITUC02244	csgBAC	csgBAC	csgC;csgB;csgA;	csgBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7854117;16816193;27434665;21559929;22247152;15743952;36344808 
RDBECOLITUC02245	frdABCD	frdABCD	frdD;frdC;frdB;frdA;	frdAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2999070;6251026;7961411;8576043;31964733;23820558;29468195 
RDBECOLITUC02246	xapAB	xapAB	xapB;xapA;	xapAp2	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	21398637;7559336;32379825 
RDBECOLITUC02247	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	rrfF;thrV;rrfD;rrlD;alaU;ileU;rrsD;	rrsDp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12504278;14526030;15568992;15686546;8531889;7517053;15590778;2434021;35552441 
RDBECOLITUC02248	yceJI	yceJI	yceJ;yceI;	yceJp2	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	16818608 
RDBECOLITUC02249	ompF	ompF	ompF;	ompFp2			None	6304064;17426813;23274360;21398557;31964733 
RDBECOLITUC02250	gntR	gntRKU	gntR;	gntRp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8655507 
RDBECOLITUC02251	osmB	osmB	osmB;	osmBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2644204;23421615 
RDBECOLITUC02252	gadBC	gadBC	gadC;gadB;	gadBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12867478;17919280;10383761;11238978;19767843;8455549;12657059;31186337;21571995;20470880;15795232;32385082;17185552 
RDBECOLITUC02253	ptsHI-crr	ptsHI-crr	ptsH;ptsI;crr;	ptsHp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;21272324;12754220 
RDBECOLITUC02254	gpmA	gpmA	gpmA;	gpmAp3			None	 
RDBECOLITUC02255	osmY	osmY	osmY;	osmYp2			None	1317380;31964733 
RDBECOLITUC02256	ilvY	ilvY	ilvY;	ilvYp2			None	2167922;2642900;3003115;3062177;9556617;32571968 
RDBECOLITUC02257	pfkA	pfkA	pfkA;	pfkAp	[COMP-AINF:W]		W	23274360;21272324 
RDBECOLITUC02258	pstB-phoU	pstSCAB-phoU	phoU;pstB;	pstBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	20963440 
RDBECOLITUC02259	gabDTP	csiD-ygaF-gabDTP	gabP;gabT;gabD;	gabDp	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		S	12446648;14731280;30498244 
RDBECOLITUC02260	pfkA	pfkA	pfkA;	pfkAp3	[COMP-AINF:W]		W	23274360;21272324 
RDBECOLITUC02261	gntR	gntRKU	gntR;	gntRp4	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8655507 
RDBECOLITUC02262	hepA	rapA-rluA	rapA;	rapAp2	[EXP-IEP:W]		W	16818608 
RDBECOLITUC02263	acs-yjcHG	acs-yjcHG	actP;yjcH;acs;	acsp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10894724;14563880;29193870;33417680;30810277;8997713 
RDBECOLITUC02264	hdeAB-yhiD	hdeAB-yhiD	yhiD;hdeB;hdeA;	hdeAp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	12730179;8455549;7854117;32385082;17026754;23274360;31186337;20470880;15716429;21571995;16204188;18083817;33072717 
RDBECOLITUC02265	alkA	alkA	alkA;	alkAp2	[COMP-AINF-SINGLE-DIRECTON:W]		W	3278898;6094528;10049384 
RDBECOLITUC02266	pykF	pykF	pykF;	pykFp5	[IC:W]		W	21272324 
RDBECOLITUC02267	pcnB-folK	pcnB-folK	folK;pcnB;	pcnBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1325970;2537812;7737510;8876178 
RDBECOLITUC02268	ynfEFGH-dmsD	ynfEFGH-dmsD	dmsD;ynfH;ynfG;ynfF;ynfE;	ynfEp2	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	14522592 
RDBECOLITUC02269	eptB	eptB	eptB;	eptBp2	[COMP-AINF:W]		W	23659637 
RDBECOLITUC02270	ada-alkB	ada-alkB	alkB;ada;	adap2	[EXP-IMP-POLAR-MUTATION:S]		S	3536913;10049384 
RDBECOLITUC02271	mlrA	mlrA	mlrA;	mlrAp2	[COMP-AINF:W]		W	 
RDBECOLITUC02272	glk	glk	glk;	glkp3	[EXP-IDA-BOUNDARIES-DEFINED:W][IC:W]		W	9023215 
RDBECOLITUC02273	cfa	cfa	cfa;	cfap	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8022273;11244055;15716429;16420371;18331469 
RDBECOLITUC02274	gpmA	gpmA	gpmA;	gpmAp4			None	 
RDBECOLITUC02275	sohB	sohB	sohB;	sohBp			None	8647276 
RDBECOLITUC02276	aceEF	pdhR-aceEF-lpdA	aceF;aceE;	aceEp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3897791;33417680 
RDBECOLITUC02277	can	can	can;	canp2	[EXP-IEP:W][COMP-AINF-SINGLE-DIRECTON:W]		W	16818608 
RDBECOLITUC02278	mglBAC	mglBAC	mglC;mglA;mglB;	mglBp2	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		S	1719366;6294056;31992590 
RDBECOLITUC02279	csgDEFG	csgDEFG	csgG;csgF;csgE;csgD;	csgDp3	[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	17468243;16816193;29497416;23708798;21559929;20466769;29196655;15743952 
RDBECOLITUC02280	patA	patA	patA;	patAp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12617754;23531166;21070640;24906570 
RDBECOLITUC02281	pqiABC	pqiABC	pqiC;pqiB;pqiA;	pqiAp3	[EXP-IMP-POLAR-MUTATION:S]		S	27795327;8899708 
RDBECOLITUC02282	recAX	recAX	recX;recA;	recAp	[EXP-IEP-COREGULATION:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	12427742;12547390 
RDBECOLITUC02283	pgi	pgi	pgi;	pgip2	[COMP-AINF:W]		W	 
RDBECOLITUC02284	lapAB	yciSM-pyrF-yciH	lapB;lapA;	lapAp	[EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		W	24722986 
RDBECOLITUC02285	yciSM-pyrF-yciH	yciSM-pyrF-yciH	yciH;pyrF;lapB;lapA;	lapAp	[EXP-IEP-COREGULATION:W]		W	16818608 
RDBECOLITUC02286	gapA	gapA-yeaD	gapA;	gapAp	[COMP-AINF:W]		W	 
RDBECOLITUC02287	mnt-btuF-yadS	mnt-btuF-yadS	mtn;btuF;yadS;	mtnp2	[COMP-AINF:W]		W	 
RDBECOLITUC02288	appCBA-yccB	appCBA-yccB	appX;appC;appB;appA;	appCp2	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		S	1658595;8071219 
RDBECOLITUC02289	oxyR	oxyR	oxyR;	oxyRp2			None	1717343;12589799;29659799;12948384 
RDBECOLITUC02290	dnaN-recF	dnaAN-recF	recF;dnaN;	dnaNp6	[EXP-IMP-POLAR-MUTATION:S]		S	9501104 
RDBECOLITUC02291	gadAX	gadAX	gadX;gadA;	gadAp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11976288;12867478;17919280;22056927;15795232;19767843;23274360;12657059;20470880;21571995;17185552 
RDBECOLITUC02292	rrsH-ileV-alaV-rrlH-rrfH	rrsH-ileV-alaV-rrlH-rrfH	rrfH;rrlH;alaV;ileV;rrsH;	rrsHp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12504278;14526030;15568992;15686546;8531889;7517053;15590778;2434021;35552441 
RDBECOLITUC02293	eno	pyrG-eno	eno;	enop8	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	16115199 
RDBECOLITUC02294	ftsQAZ	mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	ftsQ;ftsA;ftsZ;	ftsQp	[EXP-IEP-COREGULATION:W]		W	1915297;20126629 
RDBECOLITUC02295	ybeD-lipB	ybeD-lipB	lipB;ybeD;	ybeDp2	[EXP-IEP-COREGULATION:W]		W	16818608 
RDBECOLITUC02296	epd-pgk-fbaA	epd-pgk-fbaA	fbaA;pgk;epd;	epdp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	16102000 
RDBECOLITUC02297	epd-pgk	epd-pgk-fbaA	pgk;epd;	epdp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	16102000;9851989;2546007 
RDBECOLITUC02298	rrsB-gltT-rrlB-rrfB	rrsB-gltT-rrlB-rrfB	rrfB;rrlB;gltT;rrsB;	rrsBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12504278;14526030;15568992;15686546;24411237;8531889;32840734;7517053;15590778;2434021;30720429;35552441 
RDBECOLITUC02299	asr	asr	asr;	asrp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	10094685;22830299;32385082;23274360;29468195 
RDBECOLITUC02300	rrsE-gltV-rrlE-rrfE	rrsE-gltV-rrlE-rrfE	rrfE;rrlE;gltV;rrsE;	rrsEp3	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	12504278;14526030;15568992;15686546;8531889;7517053;15590778;2434021;35552441 
RDBECOLITUC02301	rpoE-rseABC	rseD-rpoE-rseABC	rseC;rseB;rseA;rpoE;	rpoEp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W][EXP-IEP-COREGULATION:W]		W	9159522;19763168 
RDBECOLITUC02302	hdeD	hdeD	hdeD;	hdeDp2			None	14702398;8455549;12730179;21571995;20470880 
RDBECOLITUC02303	ihfB	rpsA-ihfB	ihfB;	ihfBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7715442;8973312 
RDBECOLITUC02304	cpxRA	cpxRA	cpxA;cpxR;	cpxRp2	[IC:W]		W	10542180;19763168 
RDBECOLITUC02305	rseD-rpoE-rseABC	rseD-rpoE-rseABC	rseD;rseC;rseB;rseA;rpoE;	rseDp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		W	9159522;29196655;27629414 
RDBECOLITUC02306	osmE	osmE	osmE;	osmEp2	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7565114 
RDBECOLITUC02307	bolA	bolA	bolA;	bolAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2684651;1906064;21219458 
RDBECOLITUC02308	lon	clpX-lon	lon;	lonp2	[EXP-IEP:W][COMP-AINF:W]		W	16818608;35456749 
RDBECOLITUC02309	C0293	C0293	C0293;	C0293p	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	32061118 
RDBECOLITUC02310	hemF	amiA-hemF	hemF;	hemFp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8300522 
RDBECOLITUC02311	hemF	amiA-hemF	hemF;	hemFp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8300522 
RDBECOLITUC02312	tnaAB	tnaCAB	tnaB;tnaA;		[EXP-IEP-COREGULATION:W]		W	30389436 
RDBECOLITUC02313	galETKM	galETKM	galM;galK;galT;galE;	galEp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11298753;7023696;17630975 
RDBECOLITUC02314	dcuB-fumB	dcuB-fumB	fumB;dcuB;	dcuBp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	14996819;9852003;22101843;19661178 
RDBECOLITUC02315	znuCB	znuCB	znuB;znuC;	znuCp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9680209;16159766;32385082 
RDBECOLITUC02316	zntA	zntA	zntA;	zntAp			None	16159766 
RDBECOLITUC02317	nfsB	nfsB	nfsB;	nfsBp	[COMP-AINF:W]		W	 
RDBECOLITUC02318	znuA	znuA	znuA;	znuAp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	9680209;32385082 
RDBECOLITUC02319	idnK	idnK	idnK;	idnKp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	14973046 
RDBECOLITUC02320	idnDOTR	idnDOTR	idnR;idnT;idnO;idnD;	idnDp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	14973046 
RDBECOLITUC02321	lacZYA	lacZYA	lacA;lacY;lacZ;	lacZp3	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	1702782;1710346;6259624;1649816;8984648;1650341;14725772;9737918;15950160;8735277;2166165;12881519;15385551;3315229;31719176 
RDBECOLITUC02322	lacZYA	lacZYA	lacA;lacY;lacZ;	lacZp2	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	1702782;1710346;6259624;1649816;8984648;1650341;14725772;9737918;15950160;8735277;2166165;12881519;15385551;3315229;31719176 
RDBECOLITUC02323	lacZYA	lacZYA	lacA;lacY;lacZ;	lacZp4	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]		S	1702782;1710346;6259624;1649816;8984648;1650341;14725772;9737918;15950160;8735277;2166165;12881519;15385551;3315229;31719176 
RDBECOLITUC02324	ompA	ompA	ompA;	ompAp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6253901;7001445;17426813;12754220 
RDBECOLITUC02325	csrB	csrB	csrB;	csrBp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9211896;32385082;27551019;17064377;29468195 
RDBECOLITUC02326	crr	ptsHI-crr	crr;	crrpI	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;12754220 
RDBECOLITUC02327	nrdDG	nrdDG	nrdG;nrdD;	nrdDp	[EXP-IEP-COREGULATION:W]		W	8954104;32385082;18683632;23873909 
RDBECOLITUC02328	crr	ptsHI-crr	crr;	crrp2	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;12754220 
RDBECOLITUC02329	bglGFB	bglGFB	bglB;bglF;bglG;	bglGp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	10792463;12081976;1452042;3034860;5335892;5335893;3025456;6270569;2195546;12771379;9422614;18245262;2846278;10760165;11426055;7984093;1698125;8725214;1311089;3301003;12177351;1382312;2673534;10200263;31540875;10369677;36420159;15769463;9473058;2200123;35163427 
RDBECOLITUC02330	csrC	csrC	csrC;	csrCp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11448770;12694612;27551019;17064377 
RDBECOLITUC02331	gabDTP	csiD-ygaF-gabDTP	gabP;gabT;gabD;	gabDp2	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]		S	14731280;12446648;30498244 
RDBECOLITUC02332	gntRKU	gntRKU	gntU;gntK;gntR;		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9135111 
RDBECOLITUC02333	gadEF	gadEF-mdtEF	gadF;gadE;	gadEp1			None	21571995;23274360;33072717;31063124 
RDBECOLITUC02334	hdeD	hdeD	hdeD;	hdeDp			None	14702398;8455549;12730179;21571995;20470880 
RDBECOLITUC02335	gapA-yeaD	gapA-yeaD	yeaD;gapA;	gapAp2	[EXP-IEP-COREGULATION:W]		W	16818608 
RDBECOLITUC02336	gapA	gapA-yeaD	gapA;	gapAp1	[COMP-AINF:W]		W	 
RDBECOLITUC02337	gapA	gapA-yeaD	gapA;	gapAp3	[COMP-AINF:W]		W	 
RDBECOLITUC02338	gapA	gapA-yeaD	gapA;	gapAp4	[COMP-AINF:W]		W	 
RDBECOLITUC02339	idnR	idnDOTR	idnR;	idnRp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	12618441;14973046 
