# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon id containing the transcription uni 
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenesIds. Ids of the gene(s) contained in the transcription unit
## (6) tuGenesNames. Names of the gene(s) contained in the transcription unit
## (7) promoterId. Promoter Id
## (8) promoterName. Promoter Name
## (9) sigmaFactor. Sigma Factor associated to 
##(10) tfsIds. transcription Factors ids that regulates the transcription Unit
##(11) tfsNames. transcription Factors names that regulates the transcription Unit
##
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)sigmaFactor	10)tfsIds	11)tfsNames 
RDBECOLITUC02351	metA	RDBECOLIOPC02326	metA	RDBECOLIGNC00573	metA;	RDBECOLIPMC02788	metAp2	sigma70		 
RDBECOLITUC02352	yjaB	RDBECOLIOPC02242	yjaB	RDBECOLIGNC01186	yjaB;					 
RDBECOLITUC02353	uidABC	RDBECOLIOPC01225	uidABC	RDBECOLIGNC03719,RDBECOLIGNC01599,RDBECOLIGNC01043	uidC;uidB;uidA;	RDBECOLIPMC02790	uidAp		RDBECOLITFC00189,RDBECOLITFC00142,RDBECOLITFC00199	CRP,UxuR,UidR 
RDBECOLITUC02354	uidR	RDBECOLIOPC00358	uidR	RDBECOLIGNC03720	uidR;	RDBECOLIPMC02791	uidRp	sigma70	RDBECOLITFC00199	UidR 
RDBECOLITUC02355	gnd-gndA	RDBECOLIOPC01851	gnd-gndA	RDBECOLIGNC02765,RDBECOLIGNC00404	gndA;gnd;	RDBECOLIPMC03618	gndp	sigma70	RDBECOLITFC00093,RDBECOLITFC00128,RDBECOLITFC00077	Fur,FNR,GadE 
RDBECOLITUC02356	fusA-tufA	RDBECOLIOPC02625	rpsLG-fusA-tufA	RDBECOLIGNC01024,RDBECOLIGNC00353	tufA;fusA;	RDBECOLIPMC02792	fusAp	sigma24		 
RDBECOLITUC02357	ulaABCDEF	RDBECOLIOPC00087	ulaABCDEF	RDBECOLIGNC04600,RDBECOLIGNC04599,RDBECOLIGNC04598,RDBECOLIGNC02305,RDBECOLIGNC02304,RDBECOLIGNC04597	ulaF;ulaE;ulaD;ulaC;ulaB;ulaA;	RDBECOLIPMC02793	ulaAp	sigma70	RDBECOLITFC00189,RDBECOLITFC00211,RDBECOLITFC00188,RDBECOLITFC00188	CRP,IHF,UlaR,UlaR 
RDBECOLITUC02358	ulaG	RDBECOLIOPC01490	ulaG	RDBECOLIGNC04596	ulaG;	RDBECOLIPMC02794	ulaGp		RDBECOLITFC00211,RDBECOLITFC00188,RDBECOLITFC00188	IHF,UlaR,UlaR 
RDBECOLITUC02359	pdxB-usg-truA-dedA	RDBECOLIOPC02743	pdxB-usg-truA-dedA	RDBECOLIGNC00210,RDBECOLIGNC00447,RDBECOLIGNC01047,RDBECOLIGNC02926	dedA;truA;usg;pdxB;	RDBECOLIPMC03621	pdxBp			 
RDBECOLITUC02360	usg-truA-dedA	RDBECOLIOPC02743	pdxB-usg-truA-dedA	RDBECOLIGNC00210,RDBECOLIGNC00447,RDBECOLIGNC01047	dedA;truA;usg;	RDBECOLIPMC02795	usgp			 
RDBECOLITUC02361	flk	RDBECOLIOPC01171	flk	RDBECOLIGNC00223	flk;	RDBECOLIPMC03622	flKp			 
RDBECOLITUC02362	rsmA-apaGH	RDBECOLIOPC03271	surA-pdxA-rsmA-apaGH	RDBECOLIGNC00044,RDBECOLIGNC00043,RDBECOLIGNC00515	apaH;apaG;rsmA;	RDBECOLIPMC02796	rsmAp			 
RDBECOLITUC02363	pdxA-rsmA-apaGH	RDBECOLIOPC03271	surA-pdxA-rsmA-apaGH	RDBECOLIGNC00044,RDBECOLIGNC00043,RDBECOLIGNC00515,RDBECOLIGNC00683	apaH;apaG;rsmA;pdxA;	RDBECOLIPMC02797	pdxAp		RDBECOLITFC00053	Fis 
RDBECOLITUC02364	apaGH	RDBECOLIOPC03271	surA-pdxA-rsmA-apaGH	RDBECOLIGNC00044,RDBECOLIGNC00043	apaH;apaG;	RDBECOLIPMC02798	apaGp			 
RDBECOLITUC02365	pdxA-rsmA	RDBECOLIOPC03271	surA-pdxA-rsmA-apaGH	RDBECOLIGNC00515,RDBECOLIGNC00683	rsmA;pdxA;	RDBECOLIPMC02797	pdxAp		RDBECOLITFC00053	Fis 
RDBECOLITUC02366	ccmABCDEFGH	RDBECOLIOPC02988	napFDAGHBC-ccmABCDEFGH	RDBECOLIGNC01961,RDBECOLIGNC01962,RDBECOLIGNC01963,RDBECOLIGNC01964,RDBECOLIGNC02060,RDBECOLIGNC01965,RDBECOLIGNC01966,RDBECOLIGNC01967	ccmH;ccmG;ccmF;ccmE;ccmD;ccmC;ccmB;ccmA;	RDBECOLIPMC02799	ccmAp	sigma70		 
RDBECOLITUC02367	fadIJ	RDBECOLIOPC00622	fadIJ	RDBECOLIGNC04042,RDBECOLIGNC04043	fadJ;fadI;	RDBECOLIPMC02800	fadIp	sigma70	RDBECOLITFC00098,RDBECOLITFC00126	ArcA,FadR 
RDBECOLITUC02368	ydiQRST-fadK	RDBECOLIOPC02222	ydiQRST-fadK	RDBECOLIGNC02220,RDBECOLIGNC03775,RDBECOLIGNC03774,RDBECOLIGNC03773,RDBECOLIGNC03772	fadK;ydiT;ydiS;ydiR;ydiQ;					 
RDBECOLITUC02369	osmF-yehYXW	RDBECOLIOPC01212	osmF-yehYXW	RDBECOLIGNC01925,RDBECOLIGNC01926,RDBECOLIGNC01927,RDBECOLIGNC01928	yehW;yehX;yehY;osmF;	RDBECOLIPMC02801	osmFp1	sigma38		 
RDBECOLITUC02370	malZ	RDBECOLIOPC00347	malZ	RDBECOLIGNC00557	malZ;	RDBECOLIPMC02802	malZp		RDBECOLITFC00163,RDBECOLITFC00163,RDBECOLITFC00163	MalT,MalT,MalT 
RDBECOLITUC02371	aes	RDBECOLIOPC01836	aes	RDBECOLIGNC01088	aes;	RDBECOLIPMC02803	aesp			 
RDBECOLITUC02372	ynfEFGH-dmsD	RDBECOLIOPC02615	ynfEFGH-dmsD	RDBECOLIGNC03702,RDBECOLIGNC03701,RDBECOLIGNC03700,RDBECOLIGNC03699,RDBECOLIGNC03698	dmsD;ynfH;ynfG;ynfF;ynfE;	RDBECOLIPMC02804	ynfEp	sigma70	RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00128	NarL,NarL,FNR 
RDBECOLITUC02373	argG	RDBECOLIOPC00077	argG	RDBECOLIGNC00064	argG;	RDBECOLIPMC02805	argGp	sigma70	RDBECOLITFC00189,RDBECOLITFC00109,RDBECOLITFC00109,RDBECOLITFC00109	CRP,ArgR,ArgR,ArgR 
RDBECOLITUC02374	yicR-rpmBG-mutM	RDBECOLIOPC02281	yicR-rpmBG-mutM	RDBECOLIGNC00323,RDBECOLIGNC00881,RDBECOLIGNC00876,RDBECOLIGNC01282	mutM;rpmG;rpmB;yicR;	RDBECOLIPMC02806	yicRp			 
RDBECOLITUC02375	mutM	RDBECOLIOPC02281	yicR-rpmBG-mutM	RDBECOLIGNC00323	mutM;	RDBECOLIPMC02807	mutMp	sigma32		 
RDBECOLITUC02376	rpmBG-mutM	RDBECOLIOPC02281	yicR-rpmBG-mutM	RDBECOLIGNC00323,RDBECOLIGNC00881,RDBECOLIGNC00876	mutM;rpmG;rpmB;	RDBECOLIPMC03959	rpmBp		RDBECOLITFC00039	DksA 
RDBECOLITUC02377	mutY-yggX-mltC-nupG	RDBECOLIOPC02767	mutY-yggX-mltC-nupG	RDBECOLIGNC00656,RDBECOLIGNC04342,RDBECOLIGNC04341,RDBECOLIGNC00619	nupG;mltC;yggX;mutY;	RDBECOLIPMC02808	mutYp1			 
RDBECOLITUC02378	mutY-yggX-mltC-nupG	RDBECOLIOPC02767	mutY-yggX-mltC-nupG	RDBECOLIGNC00656,RDBECOLIGNC04342,RDBECOLIGNC04341,RDBECOLIGNC00619	nupG;mltC;yggX;mutY;	RDBECOLIPMC02809	mutYp2			 
RDBECOLITUC02379	yggX-mltC-nupG	RDBECOLIOPC02767	mutY-yggX-mltC-nupG	RDBECOLIGNC00656,RDBECOLIGNC04342,RDBECOLIGNC04341	nupG;mltC;yggX;	RDBECOLIPMC02810	yggXp			 
RDBECOLITUC02380	mutY-yggX	RDBECOLIOPC02767	mutY-yggX-mltC-nupG	RDBECOLIGNC04341,RDBECOLIGNC00619	yggX;mutY;	RDBECOLIPMC02808	mutYp1			 
RDBECOLITUC02381	mutY-yggX-mltC	RDBECOLIOPC02767	mutY-yggX-mltC-nupG	RDBECOLIGNC04342,RDBECOLIGNC04341,RDBECOLIGNC00619	mltC;yggX;mutY;	RDBECOLIPMC02808	mutYp1			 
RDBECOLITUC02382	yggX	RDBECOLIOPC02767	mutY-yggX-mltC-nupG	RDBECOLIGNC04341	yggX;	RDBECOLIPMC02810	yggXp			 
RDBECOLITUC02383	yggX-mltC	RDBECOLIOPC02767	mutY-yggX-mltC-nupG	RDBECOLIGNC04342,RDBECOLIGNC04341	mltC;yggX;	RDBECOLIPMC02810	yggXp			 
RDBECOLITUC02384	yicR-rpmBG	RDBECOLIOPC02281	yicR-rpmBG-mutM	RDBECOLIGNC00881,RDBECOLIGNC00876,RDBECOLIGNC01282	rpmG;rpmB;yicR;	RDBECOLIPMC02806	yicRp			 
RDBECOLITUC02385	arcB	RDBECOLIOPC01201	arcB	RDBECOLIGNC00058	arcB;	RDBECOLIPMC00161	arcBp			 
RDBECOLITUC02386	mcrBC	RDBECOLIOPC00336	mcrBC	RDBECOLIGNC00567,RDBECOLIGNC00566	mcrC;mcrB;					 
RDBECOLITUC02387	gadEF-mdtEF	RDBECOLIOPC02876	gadEF-mdtEF	RDBECOLIGNC02758,RDBECOLIGNC02119,RDBECOLIGNC02118,RDBECOLIGNC01497	gadF;mdtF;mdtE;gadE;	RDBECOLIPMC02812	gadEp2	sigma38	RDBECOLITFC00020,RDBECOLITFC00187,RDBECOLITFC00023,RDBECOLITFC00013,RDBECOLITFC00141,RDBECOLITFC00181,RDBECOLITFC00077,RDBECOLITFC00077,RDBECOLITFC00077,RDBECOLITFC00189,RDBECOLITFC00023,RDBECOLITFC00187	H-NS,GadX,GadW,FliZ,YdeO,EvgA,GadE,GadE,GadE,CRP,GadW,GadX 
RDBECOLITUC02388	pspG	RDBECOLIOPC00843	pspG	RDBECOLIGNC02772,RDBECOLIGNC01858	pspH;pspG;	RDBECOLIPMC02814	pspGp	sigma54	RDBECOLITFC00211,RDBECOLITFC00110	IHF,PspF 
RDBECOLITUC02389	gadY	RDBECOLIOPC00064	gadY	RDBECOLIGNC02913	gadY;	RDBECOLIPMC02815	gadYp	sigma38	RDBECOLITFC00187,RDBECOLITFC00023,RDBECOLITFC00042,RDBECOLITFC00021,RDBECOLITFC00187,RDBECOLITFC00023	GadX,GadW,RcsB,SdiA,GadX,GadW 
RDBECOLITUC02390	mutY-yggX	RDBECOLIOPC02767	mutY-yggX-mltC-nupG	RDBECOLIGNC04341,RDBECOLIGNC00619	yggX;mutY;	RDBECOLIPMC02809	mutYp2			 
RDBECOLITUC02391	mutY-yggX-mltC	RDBECOLIOPC02767	mutY-yggX-mltC-nupG	RDBECOLIGNC04342,RDBECOLIGNC04341,RDBECOLIGNC00619	mltC;yggX;mutY;	RDBECOLIPMC02809	mutYp2			 
RDBECOLITUC02392	menBCE	RDBECOLIOPC02938	menFD-yfbB-menBCE	RDBECOLIGNC02286,RDBECOLIGNC01485,RDBECOLIGNC01335	menE;menC;menB;					 
RDBECOLITUC02393	ubiEJB	RDBECOLIOPC01143	ubiEJB	RDBECOLIGNC01436,RDBECOLIGNC01435,RDBECOLIGNC01434	ubiB;ubiJ;ubiE;					 
RDBECOLITUC02394	glnAZ	RDBECOLIOPC03545	glnAZLG	RDBECOLIGNC04740,RDBECOLIGNC00376	glnZ;glnA;	RDBECOLIPMC03346	glnAp1	sigma70	RDBECOLITFC00189,RDBECOLITFC00153,RDBECOLITFC00153,RDBECOLITFC00153,RDBECOLITFC00153,RDBECOLITFC00153	CRP,NtrC,NtrC,NtrC,NtrC,NtrC 
RDBECOLITUC02395	glnAZ	RDBECOLIOPC03545	glnAZLG	RDBECOLIGNC04740,RDBECOLIGNC00376	glnZ;glnA;	RDBECOLIPMC03538	glnAp2	sigma54	RDBECOLITFC00153,RDBECOLITFC00153,RDBECOLITFC00153,RDBECOLITFC00153,RDBECOLITFC00053,RDBECOLITFC00153,RDBECOLITFC00189,RDBECOLITFC00189	NtrC,NtrC,NtrC,NtrC,Fis,NtrC,CRP,CRP 
RDBECOLITUC02396	cytR	RDBECOLIOPC00889	cytR	RDBECOLIGNC00194	cytR;	RDBECOLIPMC03695	cytRp	sigma70	RDBECOLITFC00114,RDBECOLITFC00114,RDBECOLITFC00114,RDBECOLITFC00189,RDBECOLITFC00189	CytR,CytR,CytR,CRP,CRP 
RDBECOLITUC02397	serC	RDBECOLIOPC02748	serC-aroA	RDBECOLIGNC00934	serC;	RDBECOLIPMC04028	serCp1	sigma70	RDBECOLITFC00014,RDBECOLITFC00189	Lrp,CRP 
RDBECOLITUC02398	ugpBAECQ	RDBECOLIOPC01511	ugpBAECQ	RDBECOLIGNC01038,RDBECOLIGNC01036,RDBECOLIGNC01037,RDBECOLIGNC01034,RDBECOLIGNC01035	ugpQ;ugpC;ugpE;ugpA;ugpB;	RDBECOLIPMC03661	ugpBp1	sigma70	RDBECOLITFC00202,RDBECOLITFC00202	PhoB,PhoB 
RDBECOLITUC02399	ugpBAECQ	RDBECOLIOPC01511	ugpBAECQ	RDBECOLIGNC01038,RDBECOLIGNC01036,RDBECOLIGNC01037,RDBECOLIGNC01034,RDBECOLIGNC01035	ugpQ;ugpC;ugpE;ugpA;ugpB;	RDBECOLIPMC03662	ugpBp2	sigma70	RDBECOLITFC00189,RDBECOLITFC00202,RDBECOLITFC00202	CRP,PhoB,PhoB 
RDBECOLITUC02400	plsX-fabHDG	RDBECOLIOPC02458	rpmF-plsX-fabHDG	RDBECOLIGNC01288,RDBECOLIGNC01287,RDBECOLIGNC00271,RDBECOLIGNC01400	fabG;fabD;fabH;plsX;	RDBECOLIPMC02503	plsXp	sigma70		 
RDBECOLITUC02401	yidQ	RDBECOLIOPC01188	yidQ	RDBECOLIGNC01653	yidQ;	RDBECOLIPMC00650	yidQp	sigma24	RDBECOLITFC00170,RDBECOLITFC00170,RDBECOLITFC00170	CpxR,CpxR,CpxR 
RDBECOLITUC02402	aspA-dcuA	RDBECOLIOPC02897	aspA-dcuA	RDBECOLIGNC01202,RDBECOLIGNC00091	dcuA;aspA;	RDBECOLIPMC03479	aspAp	sigma70	RDBECOLITFC00025,RDBECOLITFC00025,RDBECOLITFC00189,RDBECOLITFC00128,RDBECOLITFC00009,RDBECOLITFC00009,RDBECOLITFC00009	DcuR,DcuR,CRP,FNR,NarL,NarL,NarL 
RDBECOLITUC02403	entS	RDBECOLIOPC02654	entS	RDBECOLIGNC01091	entS;	RDBECOLIPMC00594	entSp1	sigma70	RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093,RDBECOLITFC00093	Fur,Fur,Fur,Fur,Fur,Fur,Fur,Fur 
RDBECOLITUC02404	entS	RDBECOLIOPC02654	entS	RDBECOLIGNC01091	entS;	RDBECOLIPMC00595	entSp2	sigma70		 
RDBECOLITUC02405	gcvB	RDBECOLIOPC00055	gcvB	RDBECOLIGNC02870	gcvB;	RDBECOLIPMC02817	gcvBp	sigma70	RDBECOLITFC00146,RDBECOLITFC00146	GcvA,GcvA 
RDBECOLITUC02406	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	RDBECOLIOPC03555	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	RDBECOLIGNC00733,RDBECOLIGNC00904,RDBECOLIGNC01158,RDBECOLIGNC01159,RDBECOLIGNC00497,RDBECOLIGNC00657,RDBECOLIGNC01160,RDBECOLIGNC02498	pnp;rpsO;truB;rbfA;infB;nusA;rimP;metY;	RDBECOLIPMC03653	metYp1	sigma70	RDBECOLITFC00053	Fis 
RDBECOLITUC02407	tisB	RDBECOLIOPC00542	tisB	RDBECOLIGNC02947	tisB;	RDBECOLIPMC02818	tisBp		RDBECOLITFC00214	LexA 
RDBECOLITUC02408	btuB-murI	RDBECOLIOPC02245	btuB-murI	RDBECOLIGNC01183,RDBECOLIGNC00122	murI;btuB;	RDBECOLIPMC03703	btuBp	sigma70	RDBECOLITFC00187,RDBECOLITFC00187,RDBECOLITFC00187	GadX,GadX,GadX 
RDBECOLITUC02409	dinG-ybiB	RDBECOLIOPC02774	dinG-ybiB	RDBECOLIGNC01531,RDBECOLIGNC01325	ybiB;dinG;	RDBECOLIPMC02819	dinGp	sigma70	RDBECOLITFC00214	LexA 
RDBECOLITUC02410	dolP	RDBECOLIOPC00275	dolP	RDBECOLIGNC04441	dolP;	RDBECOLIPMC00639	dolPp1	sigma24		 
RDBECOLITUC02411	ytfJ	RDBECOLIOPC01850	ytfJ	RDBECOLIGNC04611	ytfJ;	RDBECOLIPMC00721	ytfJp	sigma24		 
RDBECOLITUC02412	ybhK	RDBECOLIOPC00873	ybhK	RDBECOLIGNC03271	ybhK;					 
RDBECOLITUC02413	folA	RDBECOLIOPC00006	folA	RDBECOLIGNC00320	folA;	RDBECOLIPMC03546	folAp	sigma70	RDBECOLITFC00078,RDBECOLITFC00078,RDBECOLITFC00211	TyrR,TyrR,IHF 
RDBECOLITUC02414	dapB	RDBECOLIOPC02797	dapB	RDBECOLIGNC00200	dapB;	RDBECOLIPMC03544	dapBp1	sigma70	RDBECOLITFC00076,RDBECOLITFC00076	ArgP,ArgP 
RDBECOLITUC02415	lysP	RDBECOLIOPC00580	lysP	RDBECOLIGNC01307	lysP;	RDBECOLIPMC03950	lysPp	sigma70	RDBECOLITFC00076,RDBECOLITFC00014,RDBECOLITFC00076	ArgP,Lrp,ArgP 
RDBECOLITUC02416	valS	RDBECOLIOPC02456	holC-valS	RDBECOLIGNC01055	valS;	RDBECOLIPMC03714	valSp1	sigma70		 
RDBECOLITUC02417	pyrF-yciH	RDBECOLIOPC03394	yciSM-pyrF-yciH	RDBECOLIGNC01111,RDBECOLIGNC00799	yciH;pyrF;	RDBECOLIPMC03594	pyrFp	sigma70		 
RDBECOLITUC02418	pfkB	RDBECOLIOPC02387	pfkB	RDBECOLIGNC00691	pfkB;	RDBECOLIPMC03602	pfkBp1	sigma38		 
RDBECOLITUC02419	gltX	RDBECOLIOPC02714	gltX	RDBECOLIGNC00400	gltX;	RDBECOLIPMC03942	gltXp3	sigma70	RDBECOLITFC00053,RDBECOLITFC00053,RDBECOLITFC00053	Fis,Fis,Fis 
RDBECOLITUC02420	amn	RDBECOLIOPC00818	amn	RDBECOLIGNC00035	amn;	RDBECOLIPMC03615	amnp1		RDBECOLITFC00202	PhoB 
RDBECOLITUC02421	rimL	RDBECOLIOPC00046	rimL	RDBECOLIGNC00843	rimL;	RDBECOLIPMC03595	rimLp			 
RDBECOLITUC02422	manA	RDBECOLIOPC01434	manA	RDBECOLIGNC00558	manA;	RDBECOLIPMC03596	manAp	sigma70	RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00189	CRP,CRP,CRP 
RDBECOLITUC02423	pyrG-eno	RDBECOLIOPC03541	pyrG-eno	RDBECOLIGNC00252,RDBECOLIGNC00800	eno;pyrG;	RDBECOLIPMC03641	pyrGp1			 
RDBECOLITUC02424	alaS	RDBECOLIOPC02225	alaS	RDBECOLIGNC00031	alaS;	RDBECOLIPMC03639	alaSp		RDBECOLITFC00155	AlaS 
RDBECOLITUC02425	pepD	RDBECOLIOPC03144	pepD	RDBECOLIGNC00686	pepD;	RDBECOLIPMC03559	pepDp2			 
RDBECOLITUC02426	dapD	RDBECOLIOPC03335	map-glnD-dapD	RDBECOLIGNC00201	dapD;	RDBECOLIPMC03554	dapDp	sigma70	RDBECOLITFC00076	ArgP 
RDBECOLITUC02427	pgi	RDBECOLIOPC03076	pgi	RDBECOLIGNC00693	pgi;	RDBECOLIPMC03911	pgip	sigma70	RDBECOLITFC00201	SoxS 
RDBECOLITUC02428	adk	RDBECOLIOPC00858	adk	RDBECOLIGNC00029	adk;	RDBECOLIPMC03568	adkp			 
RDBECOLITUC02429	aspC	RDBECOLIOPC02588	aspC	RDBECOLIGNC00092	aspC;	RDBECOLIPMC03581	aspCp		RDBECOLITFC00093,RDBECOLITFC00128,RDBECOLITFC00128	Fur,FNR,FNR 
RDBECOLITUC02430	bcp	RDBECOLIOPC01478	bcp	RDBECOLIGNC00104	bcp;	RDBECOLIPMC03936	bcpp	sigma70		 
RDBECOLITUC02431	blc	RDBECOLIOPC00569	blc	RDBECOLIGNC04578	blc;	RDBECOLIPMC03980	blcp	sigma38		 
RDBECOLITUC02432	cdh	RDBECOLIOPC02151	cdh	RDBECOLIGNC00134	cdh;	RDBECOLIPMC03693	cdhp			 
RDBECOLITUC02433	cspD	RDBECOLIOPC01157	cspD	RDBECOLIGNC01096	cspD;	RDBECOLIPMC03802	cspDp	sigma70	RDBECOLITFC00016,RDBECOLITFC00016,RDBECOLITFC00189,RDBECOLITFC00189,RDBECOLITFC00020	MqsA,MqsA,CRP,CRP,H-NS 
RDBECOLITUC02434	cysE	RDBECOLIOPC00300	cysE	RDBECOLIGNC00182	cysE;	RDBECOLIPMC03666	cysEp		RDBECOLITFC00103	SutR 
RDBECOLITUC02435	gcvR	RDBECOLIOPC02166	gcvR	RDBECOLIGNC01131	gcvR;	RDBECOLIPMC03939	gcvRp1	sigma70		 
RDBECOLITUC02436	glnS	RDBECOLIOPC01616	glnS	RDBECOLIGNC00383	glnS;	RDBECOLIPMC03572	glnSp1			 
RDBECOLITUC02437	hemN	RDBECOLIOPC00039	hemN	RDBECOLIGNC01764	hemN;	RDBECOLIPMC03946	hemNp	sigma70		 
RDBECOLITUC02438	hisS	RDBECOLIOPC01422	hisS	RDBECOLIGNC00446	hisS;	RDBECOLIPMC03629	hisSp	sigma70		 
RDBECOLITUC02439	katE	RDBECOLIOPC00519	katE	RDBECOLIGNC00501	katE;	RDBECOLIPMC03603	katEp	sigma38	RDBECOLITFC00053,RDBECOLITFC00093	Fis,Fur 
RDBECOLITUC02440	lacI	RDBECOLIOPC02673	mhpR-lacI	RDBECOLIGNC00517	lacI;	RDBECOLIPMC03561	lacIp			 
RDBECOLITUC02441	lpp	RDBECOLIOPC01101	lpp	RDBECOLIGNC00536	lpp;	RDBECOLIPMC03598	lpp			 
RDBECOLITUC02442	ppc	RDBECOLIOPC00252	ppc	RDBECOLIGNC00746	ppc;	RDBECOLIPMC03700	ppcp		RDBECOLITFC00057	Cra 
RDBECOLITUC02443	rep	RDBECOLIOPC01822	rep	RDBECOLIGNC00827	rep;	RDBECOLIPMC03687	repp	sigma70		 
RDBECOLITUC02444	rplKAJL-rpoBC	RDBECOLIOPC03193	rplKAJL-rpoBC	RDBECOLIGNC00885,RDBECOLIGNC00884,RDBECOLIGNC00863,RDBECOLIGNC00861,RDBECOLIGNC00854,RDBECOLIGNC00862	rpoC;rpoB;rplL;rplJ;rplA;rplK;	RDBECOLIPMC03704	rplKp		RDBECOLITFC00039	DksA 
RDBECOLITUC02445	sbcB	RDBECOLIOPC02568	sbcB	RDBECOLIGNC00914	sbcB;	RDBECOLIPMC03616	sbcBp			 
RDBECOLITUC02446	serB-radA	RDBECOLIOPC03140	radA-nadR	RDBECOLIGNC01268,RDBECOLIGNC00933	radA;serB;	RDBECOLIPMC03717	serBp			 
RDBECOLITUC02447	ung	RDBECOLIOPC00556	ung	RDBECOLIGNC01046	ung;	RDBECOLIPMC03632	ungp		RDBECOLITFC00170	CpxR 
RDBECOLITUC02448	gltX	RDBECOLIOPC02714	gltX	RDBECOLIGNC00400	gltX;	RDBECOLIPMC03941	gltXp2	sigma70		 
RDBECOLITUC02449	gltX	RDBECOLIOPC02714	gltX	RDBECOLIGNC00400	gltX;	RDBECOLIPMC03940	gltXp1	sigma70		 
RDBECOLITUC02450	lysC	RDBECOLIOPC01761	lysC	RDBECOLIGNC00542	lysC;	RDBECOLIPMC03910	lysCp1	sigma70	RDBECOLITFC00076	ArgP 
RDBECOLITUC02451	lysC	RDBECOLIOPC01761	lysC	RDBECOLIGNC00542	lysC;	RDBECOLIPMC03909	lysCp2	sigma70		 
RDBECOLITUC02452	pabA	RDBECOLIOPC01714	yhfG-fic-pabA	RDBECOLIGNC00674	pabA;	RDBECOLIPMC03659	pabAp	sigma70		 
RDBECOLITUC02453	pepD	RDBECOLIOPC03144	pepD	RDBECOLIGNC00686	pepD;	RDBECOLIPMC03560	pepDp1			 
RDBECOLITUC02454	pyrG-eno	RDBECOLIOPC03541	pyrG-eno	RDBECOLIGNC00252,RDBECOLIGNC00800	eno;pyrG;	RDBECOLIPMC03640	pyrGp2			 
RDBECOLITUC02455	uvrC	RDBECOLIOPC02149	uvrYC	RDBECOLIGNC01051	uvrC;	RDBECOLIPMC03613	uvrCp3	sigma70	RDBECOLITFC00214	LexA 
RDBECOLITUC02456	proS	RDBECOLIOPC02188	proS	RDBECOLIGNC00760	proS;	RDBECOLIPMC03555	proSp	sigma70		 
RDBECOLITUC02457	ssb	RDBECOLIOPC03183	ssb	RDBECOLIGNC00964	ssb;	RDBECOLIPMC03707	ssbp2	sigma70	RDBECOLITFC00098,RDBECOLITFC00098,RDBECOLITFC00098,RDBECOLITFC00098	ArcA,ArcA,ArcA,ArcA 
RDBECOLITUC02458	ssb	RDBECOLIOPC03183	ssb	RDBECOLIGNC00964	ssb;	RDBECOLIPMC03708	ssbp1	sigma70	RDBECOLITFC00098,RDBECOLITFC00098,RDBECOLITFC00098,RDBECOLITFC00098	ArcA,ArcA,ArcA,ArcA 
RDBECOLITUC02459	ansB	RDBECOLIOPC02611	ansB	RDBECOLIGNC00042	ansB;	RDBECOLIPMC03645	ansBp1		RDBECOLITFC00053,RDBECOLITFC00053	Fis,Fis 
RDBECOLITUC02460	kbaZ-agaVWA	RDBECOLIOPC00831	kbaZ-agaVWA	RDBECOLIGNC02375,RDBECOLIGNC04430,RDBECOLIGNC04429,RDBECOLIGNC04428	agaA;agaW;agaV;kbaZ;	RDBECOLIPMC02820	kbaZp	sigma70	RDBECOLITFC00189,RDBECOLITFC00005,RDBECOLITFC00005,RDBECOLITFC00005	CRP,AgaR,AgaR,AgaR 
RDBECOLITUC02461	agaR	RDBECOLIOPC02547	agaR	RDBECOLIGNC04427	agaR;	RDBECOLIPMC02821	agaRp	sigma70	RDBECOLITFC00005,RDBECOLITFC00005	AgaR,AgaR 
